year,host_city,host_country,country_code,country_name,sport,event,athlete_name,medal
1968,Mexico City,MEX,CUB,Cuba,Cycling,Cycling event,Marco Silva,Gold
1980,Moscow,URS,YUG,Yugoslavia,Athletics,Athletics event,Maria Rossi,Bronze
2000,Sydney,AUS,CHN,China,Hockey,Hockey team event,Yuki Novak,Bronze
1992,Barcelona,ESP,JPN,Japan,Rowing,Rowing team event,Yuki Smith,Silver
1996,Atlanta,USA,GER,Germany,Gymnastics,Gymnastics event,John Costa,Silver
1964,Tokyo,JPN,CHN,China,Swimming,Swimming event,Lars Kim,Silver
1988,Seoul,KOR,ESP,Spain,Rowing,Rowing team event,Lars Novak,Bronze
1984,Los Angeles,USA,CAN,Canada,WaterPolo,WaterPolo team event,Pavel Park,Gold
2016,Rio,BRA,USA,United States,Handball,Handball team event,Carlos Silva,3rd
1972,Munich,FRG,USA,United States,Hockey,Hockey team event,Kenji Silva,Bronze
2008,Beijing,CHN,AUS,Australia,WaterPolo,WaterPolo team event,Elena Okafor,Bronze
2016,Rio,BRA,CAN,Canada,Handball,Handball team event,Alex Costa,Bronze
2004,Athens,GRC,HUN,Hungary,Wrestling,Wrestling event,Omar Park,Gold
1972,Munich,FRG,FRA,France,Relays,Relays team event,Omar Novak,Silver
1988,Seoul,KOR,CAN,Canada,Swimming,Swimming event,Ivan Rossi,Silver
1996,Atlanta,USA,HUN,Hungary,Judo,Judo event,Sven Zhang,Silver
1992,Barcelona,ESP,USA,United States,Athletics,Athletics event,Alex Tanaka,GOLD 
2016,Rio,BRA,GER,Germany,Athletics,Athletics event,Alex Lopez,Bronze
1968,Mexico City,MEX,KOR,South Korea,Boxing,Boxing event,Maria Petrov,Gold
1992,Barcelona,ESP,YUG,Yugoslavia,Football,Football team event,Maria Smith,Silver
1968,Mexico City,MEX,GBR,Great Britain,Judo,Judo event,Marco Kim,Bronze
1964,Tokyo,JPN,USA,United States,Hockey,Hockey team event,Nadia Silva,Gold
2000,Sydney,AUS,GER,Germany,Athletics,Athletics event,Maria Nielsen,Silver
1992,Barcelona,ESP,CHN,China,Relays,Relays team event,Maria Novak,Gold
2008,Beijing,CHN,CHN,China,Volleyball,Volleyball team event,Lars Novak,Silver
1976,Montreal,CAN,FRA,France,Hockey,Hockey team event,John Petrov,Silver
1976,Montreal,CAN,ESP,Spain,Shooting,Shooting event,Kenji Petrov,Bronze
1960,Rome,ITA,CHN,China,Weightlifting,Weightlifting event,Omar Wang,Bronze
1968,Mexico City,MEX,GBR,Great Britain,Basketball,Basketball team event,Alex Andersson,Silver
1984,Los Angeles,USA,JPN,Japan,Volleyball,Volleyball team event,Diego Zhang,Gold
2008,Beijing,CHN,USA,United States,Handball,Handball team event,Carlos Andersson,Bronze
1992,Barcelona,ESP,NED,Netherlands,Rowing,Rowing team event,Sofia Petrov,Bronze
1960,Rome,ITA,AUS,Australia,Swimming,Swimming event,Marco Wang,Gold
2016,Rio,BRA,BRA,Brazil,Handball,Handball team event,Kenji Nielsen,Silver
1964,Tokyo,JPN,CUB,Cuba,Hockey,Hockey team event,Kenji Silva,Bronze
2008,Beijing,CHN,NED,Netherlands,Volleyball,Volleyball team event,Wei Lopez,Gold
1960,Rome,ITA,GRC,Greece,WaterPolo,WaterPolo team event,Diego Muller,Gold
2016,Rio,BRA,CHN,China,Football,Football team event,Ana Tanaka,Gold
2004,Athens,GRC,CHN,China,Volleyball,Volleyball team event,Marco Smith,Gold
2016,Rio,BRA,FRA,France,Wrestling,Wrestling event,Nadia Kovac,Bronze
1980,Moscow,URS,URS,Soviet Union,Rowing,Rowing team event,Sofia Tanaka,Gold
1976,Montreal,CAN,CHN,China,Hockey,Hockey team event,Sven Smith,Gold
1980,Moscow,URS,URS,Soviet Union,Basketball,Basketball team event,Ivan Okafor,gold
2012,London,GBR,RUS,Russia,Handball,Handball team event,Sven Okafor,Silver
2000,Sydney,AUS,CAN,Canada,Shooting,Shooting event,Diego Wang,Gold
1992,Barcelona,ESP,GBR,Great Britain,Handball,Handball team event,Omar Silva,Silver
1972,Munich,FRG,FRA,France,Swimming,Swimming event,Alex Muller,Silver
2008,Beijing,CHN,USA,United States,Diving,Diving event,Ana Wang,Bronze
1980,Moscow,URS,CHN,China,Wrestling,Wrestling event,Maria Kovac,Bronze
2000,Sydney,AUS,FRA,France,Swimming,Swimming event,Pavel Andersson,Bronze
1988,Seoul,KOR,FRA,France,Handball,Handball team event,Yuki Novak,1st
1976,Montreal,CAN,JPN,Japan,Athletics,Athletics event,Alex Wang,Gold
2008,Beijing,CHN,RUS,Russia,WaterPolo,WaterPolo team event,Marco Kim,Gold
1996,Atlanta,USA,USA,United States,Volleyball,Volleyball team event,Alex Smith,Silver
2000,Sydney,AUS,AUS,Australia,Basketball,Basketball team event,Alex Muller,Bronze
2012,London,GBR,GBR,Great Britain,Volleyball,Volleyball team event,Alex Lopez,Silver
1976,Montreal,CAN,BRA,Brazil,Relays,Relays team event,Nadia Ahmed,Gold
2008,Beijing,CHN,KOR,South Korea,Gymnastics,Gymnastics event,Ivan Andersson,Gold
2016,Rio,BRA,USA,United States,WaterPolo,WaterPolo team event,Carlos Wang,Bronze
1984,Los Angeles,USA,GBR,Great Britain,WaterPolo,WaterPolo team event,Kenji Tanaka,Gold
2000,Sydney,AUS,RUS,Russia,Boxing,Boxing event,Marco Lopez,Gold
1964,Tokyo,JPN,NOR,Norway,Athletics,Athletics event,Maria Rossi,Gold
1972,Munich,FRG,USA,United States,Hockey,Hockey team event,Carlos Muller,Gold
2000,Sydney,AUS,USA,United States,Weightlifting,Weightlifting event,Liu Costa,Silver
1980,Moscow,URS,URS,Soviet Union,Shooting,Shooting event,John Wang,Silver
1960,Rome,ITA,NED,Netherlands,Rowing,Rowing team event,Carlos Muller,Silver
1968,Mexico City,MEX,GDR,East Germany,Wrestling,Wrestling event,Pavel Andersson,Silver
1972,Munich,FRG,FRG,West Germany,Rowing,Rowing team event,Marco Park,Silver
1988,Seoul,KOR,HUN,Hungary,Diving,Diving event,Marco Okafor,Gold
2016,Rio,BRA,CHN,China,Football,Football team event,Wei Okafor,Gold
1984,Los Angeles,USA,USA,United States,Wrestling,Wrestling event,John Petrov,Bronze
2008,Beijing,CHN,FRA,France,Wrestling,Wrestling event,Nadia Kim,S
2008,Beijing,CHN,GBR,Great Britain,Rowing,Rowing team event,Yuki Tanaka,Gold
2008,Beijing,CHN,MEX,Mexico,Volleyball,Volleyball team event,Anna Novak,Gold
2016,Rio,BRA,GBR,Great Britain,Football,Football team event,Maria Petrov,Bronze
1960,Rome,ITA,GDR,East Germany,Football,Football team event,Marco Tanaka,Bronze
2000,Sydney,AUS,USA,United States,Athletics,Athletics event,Yuki Novak,Gold
2000,Sydney,AUS,CZE,Czech Republic,Hockey,Hockey team event,Omar Andersson,Silver
1984,Los Angeles,USA,JPN,Japan,Volleyball,Volleyball team event,Elena Novak,Gold
1960,Rome,ITA,JPN,Japan,Cycling,Cycling event,Pavel Wang,Bronze
1964,Tokyo,JPN,CUB,Cuba,Gymnastics,Gymnastics event,Marco Smith,Silver
1964,Tokyo,JPN,JPN,Japan,Basketball,Basketball team event,Omar Okafor,Silver
2008,Beijing,CHN,USA,United States,Fencing,Fencing event,Nadia Zhang,Silver
2012,London,GBR,MEX,Mexico,Swimming,Swimming event,Elena Nielsen,Silver
1976,Montreal,CAN,CHN,China,Relays,Relays team event,John Andersson,Bronze
2000,Sydney,AUS,AUS,Australia,Basketball,Basketball team event,Maria Zhang,Bronze
1976,Montreal,CAN,KOR,South Korea,WaterPolo,WaterPolo team event,Wei Petrov,Silver
2000,Sydney,AUS,USA,United States,Weightlifting,Weightlifting event,Liu Rossi,Silver
1988,Seoul,KOR,CHN,China,Handball,Handball team event,Ivan Nielsen,Gold
1992,Barcelona,ESP,CRO,Croatia,Basketball,Basketball team event,Yuki Nielsen,Bronze
1976,Montreal,CAN,AUS,Australia,Rowing,Rowing team event,John Smith,Silver
1992,Barcelona,ESP,AUS,Australia,WaterPolo,WaterPolo team event,Maria Novak,Bronze
1976,Montreal,CAN,AUS,Australia,Football,Football team event,Wei Wang,Bronze
2016,Rio,BRA,AUS,Australia,Volleyball,Volleyball team event,Sofia Rossi,Silver
1960,Rome,ITA,FRG,West Germany,Boxing,Boxing event,Pavel Novak,Gold
1980,Moscow,URS,CHN,China,Swimming,Swimming event,Lars Kim,Silver
2004,Athens,GRC,CUB,Cuba,Boxing,Boxing event,Yuki Nielsen,Bronze
1992,Barcelona,ESP,ITA,Italy,Weightlifting,Weightlifting event,Liu Novak,Silver
1976,Montreal,CAN,MEX,Mexico,Hockey,Hockey team event,Anna Silva,Bronze
1960,Rome,ITA,ESP,Spain,Rowing,Rowing team event,Ivan Kovac,Silver
1972,Munich,FRG,CHN,China,Shooting,Shooting event,Anna Lopez,Silver
1996,Atlanta,USA,USA,United States,Relays,Relays team event,Diego Kim,Bronze
1984,Los Angeles,USA,USA,United States,WaterPolo,WaterPolo team event,Alex Lopez,Silver
1996,Atlanta,USA,USA,United States,Wrestling,Wrestling event,Diego Okafor,Gold
2004,Athens,GRC,RUS,Russia,Handball,Handball team event,Elena Nielsen,Gold
2016,Rio,BRA,USA,United States,Hockey,Hockey team event,Sofia Muller,Silver
2000,Sydney,AUS,GBR,Great Britain,Hockey,Hockey team event,Alex Petrov,Gold
1988,Seoul,KOR,GDR,East Germany,WaterPolo,WaterPolo team event,Sofia Ahmed,Bronze
1972,Munich,FRG,BRA,Brazil,Cycling,Cycling event,Nadia Okafor,Gold
1980,Moscow,URS,URS,Soviet Union,Volleyball,Volleyball team event,Lars Andersson,Silver
2016,Rio,BRA,NED,Netherlands,Wrestling,Wrestling event,Lars Park,Silver
1976,Montreal,CAN,AUS,Australia,Diving,Diving event,Sven Rossi,gold
2016,Rio,BRA,GBR,Great Britain,Relays,Relays team event,John Smith,Bronze
1992,Barcelona,ESP,KOR,South Korea,Handball,Handball team event,Elena Andersson,Gold
2004,Athens,GRC,ESP,Spain,Rowing,Rowing team event,Anna Kovac,Bronze
2008,Beijing,CHN,ITA,Italy,WaterPolo,WaterPolo team event,Elena Tanaka,Bronze
2012,London,GBR,USA,United States,Fencing,Fencing event,Ivan Tanaka,Gold
1968,Mexico City,MEX,CHN,China,Wrestling,Wrestling event,Maria Okafor,Silver
1984,Los Angeles,USA,JPN,Japan,WaterPolo,WaterPolo team event,Pavel Silva,Bronze
2012,London,GBR,ESP,Spain,Rowing,Rowing team event,Anna Lopez,Silver
1980,Moscow,URS,URS,Soviet Union,Relays,Relays team event,Yuki Rossi,Gold
1992,Barcelona,ESP,AUS,Australia,WaterPolo,WaterPolo team event,Kenji Silva,Bronze
2016,Rio,BRA,USA,United States,Boxing,Boxing event,Diego Muller,Bronze
2012,London,GBR,CHN,China,Judo,Judo event,Ana Nielsen,Silver
1976,Montreal,CAN,FRA,France,Hockey,Hockey team event,Sofia Costa,Silver
2004,Athens,GRC,GBR,Great Britain,Wrestling,Wrestling event,Sven Smith,Gold
1984,Los Angeles,USA,FRA,France,Athletics,Athletics event,Elena Okafor,Bronze
2004,Athens,GRC,USA,United States,Weightlifting,Weightlifting event,Sofia Wang,Silver
1988,Seoul,KOR,CHN,China,Volleyball,Volleyball team event,Marco Ahmed,Bronze
2012,London,GBR,ITA,Italy,WaterPolo,WaterPolo team event,Wei Andersson,Silver
2008,Beijing,CHN,USA,United States,Hockey,Hockey team event,Elena Costa,Gold
1996,Atlanta,USA,CZE,Czech Republic,Fencing,Fencing event,Omar Kovac,Gold
2016,Rio,BRA,RUS,Russia,Hockey,Hockey team event,Omar Tanaka,Bronze
1988,Seoul,KOR,JAM,Jamaica,Cycling,Cycling event,Kenji Andersson,Silver
2008,Beijing,CHN,BRA,Brazil,Basketball,Basketball team event,Kenji Novak,Gold
2016,Rio,BRA,RUS,Russia,WaterPolo,WaterPolo team event,Maria Tanaka,Gold
2004,Athens,GRC,ESP,Spain,Basketball,Basketball team event,Yuki Tanaka,Silver
2004,Athens,GRC,KOR,South Korea,Basketball,Basketball team event,Diego Kim,Silver
1984,Los Angeles,USA,FRG,West Germany,Diving,Diving event,Marco Costa,Silver
2000,Sydney,AUS,CAN,Canada,Basketball,Basketball team event,Sofia Silva,Gold
1980,Moscow,URS,BRA,Brazil,Diving,Diving event,Pavel Wang,Bronze
2016,Rio,BRA,AUS,Australia,Rowing,Rowing team event,Sven Muller,Gold
2008,Beijing,CHN,USA,United States,Wrestling,Wrestling event,Alex Costa,Bronze
2004,Athens,GRC,CAN,Canada,Gymnastics,Gymnastics event,Elena Smith,Bronze
2004,Athens,GRC,CHN,China,Basketball,Basketball team event,Sofia Petrov,Silver
1968,Mexico City,MEX,USA,United States,Hockey,Hockey team event,Sofia Silva,Silver
1980,Moscow,URS,BRA,Brazil,Volleyball,Volleyball team event,Ana Novak,Gold
1972,Munich,FRG,FRG,West Germany,Swimming,Swimming event,Maria Wang,Bronze
2000,Sydney,AUS,ESP,Spain,Hockey,Hockey team event,Pavel Lopez,Gold
2016,Rio,BRA,CAN,Canada,Handball,Handball team event,Sofia Lopez,Bronze
1964,Tokyo,JPN,USA,United States,Fencing,Fencing event,Maria Smith,Silver
1976,Montreal,CAN,ITA,Italy,Weightlifting,Weightlifting event,Pavel Zhang,Gold
2000,Sydney,AUS,BRA,Brazil,Volleyball,Volleyball team event,Alex Andersson,Silver
1964,Tokyo,JPN,GBR,Great Britain,Volleyball,Volleyball team event,Omar Wang,Silver
2004,Athens,GRC,NED,Netherlands,Diving,Diving event,Carlos Smith,Gold
1984,Los Angeles,USA,NED,Netherlands,Rowing,Rowing team event,Diego Silva,Bronze
1964,Tokyo,JPN,CHN,China,Judo,Judo event,Wei Okafor,Gold
1972,Munich,FRG,FRA,France,Basketball,Basketball team event,Liu Costa,Gold
1968,Mexico City,MEX,FRA,France,Cycling,Cycling event,Elena Nielsen,Bronze
1996,Atlanta,USA,HUN,Hungary,WaterPolo,WaterPolo team event,Yuki Kovac,Bronze
1972,Munich,FRG,USA,United States,Hockey,Hockey team event,Maria Petrov,Bronze
1992,Barcelona,ESP,AUS,Australia,WaterPolo,WaterPolo team event,Kenji Kim,Gold
2012,London,GBR,CAN,Canada,Tennis,Tennis event,Omar Park,Gold
2008,Beijing,CHN,JPN,Japan,Wrestling,Wrestling event,Wei Wang,Silver
1972,Munich,FRG,CUB,Cuba,Wrestling,Wrestling event,Liu Andersson,Bronze
1976,Montreal,CAN,CHN,China,Weightlifting,Weightlifting event,Ivan Park,Silver
1960,Rome,ITA,GBR,Great Britain,Hockey,Hockey team event,Marco Costa,Gold
1976,Montreal,CAN,FRG,West Germany,Swimming,Swimming event,Wei Zhang,Silver
1984,Los Angeles,USA,USA,United States,Relays,Relays team event,Ivan Zhang,Silver
2016,Rio,BRA,RUS,Russia,Gymnastics,Gymnastics event,John Nielsen,Silver
1988,Seoul,KOR,USA,United States,Tennis,Tennis event,Sofia Andersson,Gold
1992,Barcelona,ESP,GBR,Great Britain,Handball,Handball team event,Liu Zhang,GOLD 
1992,Barcelona,ESP,KOR,South Korea,Volleyball,Volleyball team event,Anna Costa,Bronze
1968,Mexico City,MEX,ESP,Spain,Handball,Handball team event,Sofia Zhang,Bronze
1980,Moscow,URS,TCH,Czechoslovakia,Basketball,Basketball team event,Wei Silva,Gold
1996,Atlanta,USA,CUB,Cuba,Football,Football team event,Carlos Smith,Bronze
1964,Tokyo,JPN,NOR,Norway,Athletics,Athletics event,Carlos Petrov,Bronze
1992,Barcelona,ESP,ESP,Spain,Hockey,Hockey team event,Marco Silva,Gold
1972,Munich,FRG,CHN,China,Football,Football team event,Nadia Wang,Bronze
1964,Tokyo,JPN,ITA,Italy,Tennis,Tennis event,Pavel Tanaka,Bronze
1972,Munich,FRG,USA,United States,Hockey,Hockey team event,Elena Novak,Bronze
1984,Los Angeles,USA,USA,United States,WaterPolo,WaterPolo team event,Ana Andersson,Silver
1996,Atlanta,USA,USA,United States,Volleyball,Volleyball team event,Omar Smith,Silver
1968,Mexico City,MEX,CHN,China,Volleyball,Volleyball team event,Pavel Rossi,Gold
1968,Mexico City,MEX,GRC,Greece,Diving,Diving event,Liu Park,Gold
1976,Montreal,CAN,CHN,China,Hockey,Hockey team event,Wei Kim,Gold
1976,Montreal,CAN,USA,United States,Swimming,Swimming event,Alex Muller,2nd
1968,Mexico City,MEX,GDR,East Germany,WaterPolo,WaterPolo team event,Pavel Novak,Bronze
2012,London,GBR,GBR,Great Britain,Volleyball,Volleyball team event,Carlos Kovac,Silver
1976,Montreal,CAN,USA,United States,Volleyball,Volleyball team event,Liu Ahmed,Bronze
1972,Munich,FRG,USA,United States,Hockey,Hockey team event,Anna Nielsen,Bronze
2000,Sydney,AUS,CAN,Canada,Football,Football team event,Sven Park,Bronze
1968,Mexico City,MEX,ESP,Spain,WaterPolo,WaterPolo team event,Sven Kovac,Gold
1996,Atlanta,USA,HUN,Hungary,Judo,Judo event,Elena Tanaka,Silver
1972,Munich,FRG,CHN,China,Gymnastics,Gymnastics event,Alex Okafor,Gold
2012,London,GBR,JAM,Jamaica,Boxing,Boxing event,Diego Muller,Bronze
1964,Tokyo,JPN,CHN,China,Rowing,Rowing team event,Lars Nielsen,Gold
1984,Los Angeles,USA,GBR,Great Britain,Hockey,Hockey team event,Anna Zhang,Silver
2000,Sydney,AUS,FRA,France,Gymnastics,Gymnastics event,Liu Zhang,Silver
1976,Montreal,CAN,HUN,Hungary,Rowing,Rowing team event,John Lopez,Silver
1964,Tokyo,JPN,URS,Soviet Union,WaterPolo,WaterPolo team event,Ivan Ahmed,Gold
2008,Beijing,CHN,GER,Germany,Athletics,Athletics event,Carlos Park,Bronze
2000,Sydney,AUS,JPN,Japan,Handball,Handball team event,Anna Zhang,Silver
1988,Seoul,KOR,GBR,Great Britain,Judo,Judo event,Alex Ahmed,Silver
2000,Sydney,AUS,FRA,France,Volleyball,Volleyball team event,Ana Okafor,Silver
1984,Los Angeles,USA,USA,United States,Basketball,Basketball team event,Ivan Smith,Bronze
1960,Rome,ITA,JPN,Japan,WaterPolo,WaterPolo team event,Omar Park,Silver
1996,Atlanta,USA,CUB,Cuba,Athletics,Athletics event,Sofia Tanaka,Silver
2004,Athens,GRC,CHN,China,Basketball,Basketball team event,Liu Park,Silver
1980,Moscow,URS,URS,Soviet Union,Cycling,Cycling event,Sofia Nielsen,Silver
1972,Munich,FRG,URS,Soviet Union,Athletics,Athletics event,Liu Ahmed,Bronze
2004,Athens,GRC,CAN,Canada,Handball,Handball team event,Diego Kim,Silver
2008,Beijing,CHN,CUB,Cuba,Judo,Judo event,Lars Park,Bronze
1992,Barcelona,ESP,ESP,Spain,Boxing,Boxing event,Ana Costa,Gold
2008,Beijing,CHN,ESP,Spain,Basketball,Basketball team event,Alex Petrov,Silver
2012,London,GBR,FRA,France,Gymnastics,Gymnastics event,Omar Rossi,Gold
1996,Atlanta,USA,CHN,China,Handball,Handball team event,Anna Smith,Silver
2016,Rio,BRA,CHN,China,Handball,Handball team event,Anna Kim,Gold
2008,Beijing,CHN,BRA,Brazil,WaterPolo,WaterPolo team event,John Smith,Gold
1992,Barcelona,ESP,CHN,China,Athletics,Athletics event,Liu Ahmed,Gold
2016,Rio,BRA,NOR,Norway,Relays,Relays team event,Marco Kim,Gold
1972,Munich,FRG,AUS,Australia,Rowing,Rowing team event,Marco Lopez,Silver
1992,Barcelona,ESP,RUS,Russia,Volleyball,Volleyball team event,John Rossi,Silver
1960,Rome,ITA,USA,United States,Basketball,Basketball team event,Maria Kim,Silver
1984,Los Angeles,USA,JPN,Japan,Shooting,Shooting event,Marco Okafor,Gold
1996,Atlanta,USA,USA,United States,Handball,Handball team event,Sven Novak,B
2016,Rio,BRA,CAN,Canada,Handball,Handball team event,John Nielsen,Bronze
2016,Rio,BRA,CAN,Canada,Cycling,Cycling event,Anna Okafor,GOLD 
1996,Atlanta,USA,USA,United States,Weightlifting,Weightlifting event,Ivan Silva,Silver
1972,Munich,FRG,URS,Soviet Union,Boxing,Boxing event,Marco Ahmed,Bronze
1964,Tokyo,JPN,NED,Netherlands,Wrestling,Wrestling event,Lars Rossi,Gold
2000,Sydney,AUS,RUS,Russia,Relays,Relays team event,John Tanaka,Silver
1968,Mexico City,MEX,HUN,Hungary,Volleyball,Volleyball team event,Elena Park,Bronze
1980,Moscow,URS,BRA,Brazil,Swimming,Swimming event,Elena Okafor,Gold
2016,Rio,BRA,BRA,Brazil,Handball,Handball team event,Ana Novak,Silver
2008,Beijing,CHN,JPN,Japan,Weightlifting,Weightlifting event,Nadia Kim,Silver
1984,Los Angeles,USA,ITA,Italy,Relays,Relays team event,Wei Muller,Silver
2008,Beijing,CHN,FRA,France,Fencing,Fencing event,Alex Wang,Silver
1984,Los Angeles,USA,USA,United States,Rowing,Rowing team event,Ana Okafor,Bronze
2008,Beijing,CHN,CHN,China,Athletics,Athletics event,Diego Zhang,Bronze
1996,Atlanta,USA,CHN,China,Wrestling,Wrestling event,Sofia Costa,Silver
1968,Mexico City,MEX,TCH,Czechoslovakia,Rowing,Rowing team event,Ivan Novak,Silver
2012,London,GBR,GER,Germany,Wrestling,Wrestling event,Ivan Muller,Silver
2016,Rio,BRA,USA,United States,Rowing,Rowing team event,Sven Petrov,Silver
1964,Tokyo,JPN,KOR,South Korea,Handball,Handball team event,Wei Smith,Gold
2012,London,GBR,ITA,Italy,WaterPolo,WaterPolo team event,Anna Ahmed,Silver
1972,Munich,FRG,CAN,Canada,Basketball,Basketball team event,Nadia Ahmed,Bronze
1976,Montreal,CAN,ITA,Italy,Gymnastics,Gymnastics event,Omar Silva,Gold
1996,Atlanta,USA,JPN,Japan,Volleyball,Volleyball team event,Wei Kovac,Bronze
1988,Seoul,KOR,URS,Soviet Union,Football,Football team event,Nadia Ahmed,Silver
1996,Atlanta,USA,JPN,Japan,Judo,Judo event,Ana Petrov,Gold
2016,Rio,BRA,ESP,Spain,Basketball,Basketball team event,Elena Okafor,Silver
1996,Atlanta,USA,AUS,Australia,Hockey,Hockey team event,Elena Lopez,Silver
2012,London,GBR,NED,Netherlands,Volleyball,Volleyball team event,Maria Muller,Gold
2016,Rio,BRA,MEX,Mexico,WaterPolo,WaterPolo team event,John Zhang,Gold
2000,Sydney,AUS,AUS,Australia,Relays,Relays team event,Carlos Wang,Gold
1960,Rome,ITA,YUG,Yugoslavia,Hockey,Hockey team event,Maria Silva,Gold
1992,Barcelona,ESP,ESP,Spain,Volleyball,Volleyball team event,Lars Kim,Bronze
1996,Atlanta,USA,BRA,Brazil,Rowing,Rowing team event,Liu Zhang,Silver
2000,Sydney,AUS,CZE,Czech Republic,Boxing,Boxing event,Marco Smith,Bronze
2008,Beijing,CHN,USA,United States,Wrestling,Wrestling event,Sven Rossi,3rd
2016,Rio,BRA,GER,Germany,Football,Football team event,Pavel Okafor,Silver
1964,Tokyo,JPN,KOR,South Korea,Football,Football team event,Yuki Park,Silver
1972,Munich,FRG,GBR,Great Britain,Athletics,Athletics event,Nadia Wang,Bronze
1984,Los Angeles,USA,FRG,West Germany,Basketball,Basketball team event,Anna Ahmed,Silver
1984,Los Angeles,USA,FRA,France,Volleyball,Volleyball team event,Liu Tanaka,Silver
1960,Rome,ITA,AUS,Australia,Rowing,Rowing team event,Elena Kim,Bronze
1988,Seoul,KOR,GDR,East Germany,Football,Football team event,Kenji Rossi,Bronze
1964,Tokyo,JPN,USA,United States,Volleyball,Volleyball team event,Anna Nielsen,Bronze
1976,Montreal,CAN,JPN,Japan,Football,Football team event,Lars Okafor,Silver
2008,Beijing,CHN,GBR,Great Britain,Hockey,Hockey team event,Wei Andersson,Bronze
1968,Mexico City,MEX,FRG,West Germany,Rowing,Rowing team event,Nadia Andersson,Gold
1996,Atlanta,USA,FRA,France,Rowing,Rowing team event,Sven Costa,Bronze
2004,Athens,GRC,USA,United States,Swimming,Swimming event,Sofia Park,Gold
1964,Tokyo,JPN,JPN,Japan,WaterPolo,WaterPolo team event,Carlos Novak,Bronze
1972,Munich,FRG,AUS,Australia,Basketball,Basketball team event,Yuki Muller,Gold
1980,Moscow,URS,URS,Soviet Union,Rowing,Rowing team event,Anna Smith,Bronze
2000,Sydney,AUS,ESP,Spain,Volleyball,Volleyball team event,Marco Tanaka,Bronze
1980,Moscow,URS,URS,Soviet Union,Cycling,Cycling event,Pavel Costa,Silver
1960,Rome,ITA,AUS,Australia,Volleyball,Volleyball team event,Ivan Muller,Silver
1984,Los Angeles,USA,USA,United States,Swimming,Swimming event,Yuki Novak,Gold
